city,propertyType,bedrooms,bathrooms,area,age,parking,furnished,price
Rajkot,Commercial,5,1,1849,5,1,Unfurnished,13029066
Mumbai,House,1,2,1194,25,1,Semi Furnished,17607858
Pune,Commercial,5,1,835,15,1,Semi Furnished,14421057
Bangalore,Commercial,2,2,970,12,1,Semi Furnished,17602384
Hyderabad,House,4,1,3533,3,0,Semi Furnished,35993574
Rajkot,Commercial,4,4,4458,12,3,Fully Furnished,30614220
Jaipur,House,2,2,2722,19,3,Semi Furnished,16682437
Hyderabad,Apartment,5,4,4363,10,2,Semi Furnished,37700615
Vadodara,Apartment,5,3,3240,8,0,Unfurnished,14250231
Jaipur,Villa,3,2,4828,4,3,Fully Furnished,39447619
Bangalore,Villa,1,2,3683,12,3,Semi Furnished,57254018
Delhi,Commercial,5,4,566,16,3,Fully Furnished,12932466
Rajkot,Apartment,3,1,4917,22,1,Semi Furnished,17799524
Jaipur,Villa,5,1,2805,25,2,Semi Furnished,23156523
Mumbai,House,4,1,4208,4,2,Semi Furnished,62281140
Pune,House,4,4,1022,1,2,Semi Furnished,12681815
Vadodara,Commercial,3,1,4238,10,0,Fully Furnished,31208382
Jaipur,Apartment,3,4,559,7,3,Fully Furnished,4884717
Delhi,Apartment,2,3,3890,16,0,Fully Furnished,39919506
Delhi,Villa,5,4,4434,14,0,Fully Furnished,73336507
Pune,Apartment,1,2,2265,25,1,Semi Furnished,19740313
Hyderabad,Commercial,3,4,2505,2,3,Semi Furnished,38694105
Delhi,Commercial,2,4,3829,23,3,Fully Furnished,70850144
Bangalore,Apartment,4,2,2355,24,3,Unfurnished,23682586
Surat,House,1,2,1666,23,3,Unfurnished,8739407
Jaipur,Commercial,3,1,2571,12,3,Semi Furnished,23603691
Jaipur,Commercial,4,1,3062,7,3,Semi Furnished,28212772
Rajkot,Villa,5,3,2853,3,1,Unfurnished,17789469
Bangalore,House,1,1,1124,22,1,Fully Furnished,13625254
Mumbai,House,5,1,693,25,1,Unfurnished,10926811
Rajkot,Commercial,3,1,2866,20,2,Semi Furnished,19355921
Bangalore,Commercial,5,1,814,2,1,Unfurnished,15266682
Surat,Villa,2,3,619,8,0,Semi Furnished,5338011
Pune,Villa,2,4,3966,16,3,Unfurnished,54770633
Hyderabad,Commercial,5,2,2478,7,1,Semi Furnished,38557343
Jaipur,Villa,2,1,1267,17,2,Semi Furnished,10641610
Hyderabad,Commercial,4,1,3892,22,1,Fully Furnished,59127600
Ahmedabad,Commercial,3,1,613,6,0,Fully Furnished,6587129
Surat,Commercial,2,2,3841,11,1,Unfurnished,29581009
Bangalore,Villa,3,3,4018,23,0,Unfurnished,61313145
Rajkot,Villa,4,4,1921,13,2,Semi Furnished,12286915
Surat,House,5,1,2958,21,1,Semi Furnished,16205639
Pune,Villa,2,3,4020,4,3,Fully Furnished,56424446
Hyderabad,Apartment,2,3,4224,25,2,Unfurnished,35068558
Mumbai,Apartment,4,3,1222,16,2,Unfurnished,15956486
Delhi,House,3,1,3332,21,2,Semi Furnished,41146956
Pune,Apartment,2,1,3789,19,0,Fully Furnished,33383181
Surat,Apartment,5,3,4221,6,3,Unfurnished,19622338
Rajkot,Apartment,2,1,3085,17,2,Semi Furnished,11696904
Rajkot,Villa,3,2,4981,0,2,Semi Furnished,29261284
Ahmedabad,House,2,1,3407,1,3,Fully Furnished,20543428
Rajkot,Apartment,3,2,720,1,1,Semi Furnished,3914329
Vadodara,House,4,2,705,10,2,Fully Furnished,5534951
Pune,Commercial,2,3,4578,11,3,Semi Furnished,71582470
Delhi,House,2,2,2869,6,0,Unfurnished,35046158
Surat,Villa,4,4,4847,5,0,Fully Furnished,35040193
Pune,Commercial,2,2,4151,16,1,Unfurnished,63734943
Delhi,Commercial,3,3,3811,24,0,Semi Furnished,69454533
Pune,Commercial,2,3,3589,20,3,Unfurnished,55581060
Vadodara,Commercial,1,4,3421,16,3,Semi Furnished,24871471
Jaipur,Apartment,2,1,4478,10,1,Unfurnished,21958728
Bangalore,Apartment,4,3,2205,18,0,Fully Furnished,22815777
Mumbai,Villa,4,4,2057,19,1,Unfurnished,40425685
Mumbai,Villa,3,1,4413,7,0,Fully Furnished,86511886
Surat,Apartment,1,1,1981,1,1,Semi Furnished,9407216
Vadodara,Apartment,4,3,1526,13,0,Fully Furnished,7937763
Bangalore,Commercial,3,4,1042,0,3,Fully Furnished,20248755
Pune,House,4,3,3943,11,1,Fully Furnished,42019750
Delhi,House,1,2,593,20,0,Unfurnished,7171019
Surat,House,2,1,3207,5,0,Unfurnished,16854485
Mumbai,Apartment,4,4,2693,6,0,Fully Furnished,34562140
Ahmedabad,Villa,2,2,1289,12,3,Unfurnished,10053370
Vadodara,Villa,4,3,2800,15,0,Unfurnished,18496276
Ahmedabad,Commercial,1,4,4220,20,1,Semi Furnished,35057139
Delhi,House,1,3,1501,17,0,Unfurnished,17899875
Hyderabad,House,5,1,4626,21,2,Semi Furnished,47303797
Ahmedabad,Apartment,1,4,999,23,2,Semi Furnished,5255108
Hyderabad,Commercial,3,3,4223,24,2,Semi Furnished,63203802
Rajkot,House,4,4,3123,20,2,Semi Furnished,14503754
Ahmedabad,House,4,3,4923,22,3,Semi Furnished,28054315
Rajkot,Apartment,5,1,2867,10,1,Unfurnished,11261915
Rajkot,Apartment,3,2,713,25,3,Unfurnished,2972748
Ahmedabad,House,4,4,3363,10,2,Semi Furnished,20074283
Rajkot,Commercial,3,1,3976,6,1,Semi Furnished,26083386
Surat,Commercial,2,2,931,6,2,Fully Furnished,8660173
Surat,Commercial,2,4,2344,21,1,Unfurnished,18516152
Ahmedabad,Villa,5,1,4884,22,3,Fully Furnished,37097715
Surat,House,3,1,2978,9,1,Unfurnished,15901251
Pune,Commercial,4,2,1259,3,1,Semi Furnished,20749916
Bangalore,Apartment,1,1,4218,13,3,Unfurnished,40631301
Vadodara,Apartment,3,2,3926,15,1,Fully Furnished,17109936
Surat,Apartment,1,4,553,12,3,Fully Furnished,4176784
Mumbai,Commercial,3,1,2882,15,1,Semi Furnished,63302162
Bangalore,Villa,2,4,2890,5,2,Unfurnished,45035931
Hyderabad,Commercial,4,4,4451,25,1,Fully Furnished,67613850
Surat,Commercial,4,1,2339,23,1,Fully Furnished,19219097
Hyderabad,Apartment,1,3,639,19,2,Fully Furnished,6279575
Hyderabad,Apartment,3,1,3612,23,1,Unfurnished,29977858
Ahmedabad,Villa,4,4,1736,10,3,Unfurnished,13895107
Pune,Villa,2,2,4637,24,2,Unfurnished,63575863
Vadodara,Apartment,4,2,4985,23,0,Semi Furnished,20594979
Bangalore,Apartment,2,1,4883,1,2,Unfurnished,47510830
Rajkot,Villa,2,3,2177,13,1,Semi Furnished,13372454
Delhi,Apartment,5,4,4128,19,1,Semi Furnished,43215910
Vadodara,Villa,3,1,3976,14,3,Unfurnished,25559160
Delhi,Commercial,3,2,668,19,3,Semi Furnished,13573053
Mumbai,House,5,2,1647,12,1,Fully Furnished,25933296
Delhi,Commercial,1,2,3249,3,3,Fully Furnished,60083990
Delhi,Apartment,5,3,3354,8,1,Semi Furnished,35286649
Hyderabad,Commercial,2,2,1336,5,2,Fully Furnished,21295209
Vadodara,Commercial,4,4,2326,8,0,Semi Furnished,17737871
Jaipur,Commercial,3,3,4330,13,2,Fully Furnished,39227150
Vadodara,Villa,4,4,4727,25,2,Unfurnished,30703727
Jaipur,House,1,4,3536,2,3,Unfurnished,21376921
Pune,House,5,3,3184,8,3,Unfurnished,34319779
Ahmedabad,Apartment,3,4,2628,21,2,Fully Furnished,13903123
Ahmedabad,Commercial,4,4,3059,17,3,Fully Furnished,27115498
Surat,House,5,2,1474,5,3,Semi Furnished,9352679
Hyderabad,House,2,3,2844,17,1,Fully Furnished,29243703
Mumbai,Villa,2,3,4932,17,0,Semi Furnished,95185617
Rajkot,Villa,2,3,1383,15,3,Fully Furnished,9589786
Mumbai,Commercial,1,3,1308,3,0,Unfurnished,28532465
Mumbai,Commercial,2,1,1887,18,1,Semi Furnished,41704226
Mumbai,Villa,5,1,1311,4,3,Semi Furnished,27048255
Vadodara,Commercial,4,1,3135,12,2,Unfurnished,22812413
Jaipur,Apartment,4,3,2723,15,2,Unfurnished,14547119
Ahmedabad,House,1,2,1864,18,0,Semi Furnished,10439723
Surat,Commercial,3,3,769,4,1,Semi Furnished,7454861
Mumbai,Villa,2,4,3113,17,3,Unfurnished,60944765
Ahmedabad,House,2,4,3123,13,1,Semi Furnished,17735073
Ahmedabad,Apartment,3,1,1484,16,0,Unfurnished,7087448
Ahmedabad,Apartment,3,2,4236,17,1,Fully Furnished,20753592
Delhi,Commercial,2,2,918,24,1,Unfurnished,16950371
Surat,Apartment,5,1,3974,18,1,Unfurnished,17655829
Jaipur,Commercial,4,4,1870,3,2,Semi Furnished,17954250
Pune,Apartment,5,1,4148,0,1,Semi Furnished,36998604
Jaipur,House,5,3,1767,21,3,Unfurnished,11701186
Delhi,House,3,2,3698,6,3,Fully Furnished,46508413
Jaipur,Villa,3,1,934,19,1,Fully Furnished,8538978
Rajkot,Villa,3,3,4231,4,1,Semi Furnished,25313032
Rajkot,Apartment,4,1,719,11,2,Fully Furnished,4753466
Pune,House,1,2,3853,2,2,Fully Furnished,40660472
Jaipur,Villa,1,4,4333,18,2,Fully Furnished,34541884
Ahmedabad,House,4,1,2751,10,2,Fully Furnished,16690205
Surat,Apartment,4,2,4705,8,2,Fully Furnished,21976465
Delhi,Commercial,3,3,851,1,1,Semi Furnished,16785779
Delhi,Commercial,3,1,4540,21,1,Unfurnished,81953515
Delhi,Apartment,3,4,669,2,3,Semi Furnished,8560537
Pune,Commercial,3,2,1555,10,2,Fully Furnished,25783259
Bangalore,Apartment,5,3,3976,19,0,Unfurnished,38655990
Pune,Apartment,2,2,3614,4,2,Fully Furnished,32415327
Mumbai,Villa,4,1,538,4,2,Unfurnished,11929545
Ahmedabad,Commercial,4,2,3025,22,2,Semi Furnished,25605576
Jaipur,Villa,4,4,1805,9,3,Semi Furnished,15890276
Hyderabad,Commercial,2,1,4853,6,2,Semi Furnished,72618724
Delhi,Apartment,5,1,965,1,3,Unfurnished,11405006
Hyderabad,Villa,1,1,2663,24,1,Unfurnished,34700021
Vadodara,House,1,3,4405,11,3,Unfurnished,21265632
Bangalore,House,5,4,3597,11,3,Semi Furnished,43305382
Pune,House,3,4,3152,12,2,Unfurnished,33447301
Bangalore,Villa,5,4,4801,5,3,Semi Furnished,75585131
Hyderabad,Apartment,2,1,920,1,1,Semi Furnished,8738466
Mumbai,Commercial,3,3,2542,7,2,Semi Furnished,56716675
Pune,House,5,3,4667,9,2,Semi Furnished,49334747
Mumbai,Apartment,3,3,788,10,3,Unfurnished,10611338
Hyderabad,Apartment,4,3,1367,2,0,Fully Furnished,13472435
Surat,House,5,4,3481,20,2,Semi Furnished,19685477
Mumbai,House,2,1,2064,7,1,Semi Furnished,30476875
Jaipur,Commercial,4,1,1163,16,0,Unfurnished,10844082
Hyderabad,Commercial,3,2,3604,1,2,Fully Furnished,55022688
Jaipur,Villa,5,2,4092,3,2,Unfurnished,33237375
Jaipur,Villa,4,3,2183,20,2,Semi Furnished,18374841
Delhi,House,5,4,1167,12,0,Fully Furnished,16506016
Hyderabad,Commercial,4,3,3091,16,0,Fully Furnished,47430302
Rajkot,Apartment,5,4,3105,5,0,Fully Furnished,13461239
Jaipur,Apartment,1,3,2086,21,0,Unfurnished,10178119
Ahmedabad,Villa,3,4,2950,1,1,Fully Furnished,23672343
Mumbai,Villa,5,3,4905,24,3,Semi Furnished,96012589
Pune,Apartment,2,4,4725,2,1,Unfurnished,41382591
Delhi,House,4,2,1394,25,1,Semi Furnished,17874964
Surat,House,2,3,3185,18,1,Unfurnished,16437411
Pune,Apartment,2,3,3346,10,3,Unfurnished,29247560
Bangalore,House,4,3,2201,10,0,Semi Furnished,26373059
Delhi,Commercial,2,2,4561,22,0,Unfurnished,82163518
Surat,Commercial,3,1,1562,16,0,Unfurnished,12357534
Ahmedabad,Commercial,4,2,2930,8,1,Unfurnished,24876428
Bangalore,Apartment,2,4,2204,7,2,Semi Furnished,22354223
Surat,Commercial,2,4,809,25,1,Semi Furnished,6799110
Surat,Villa,1,3,2365,11,0,Semi Furnished,16404855
Rajkot,Commercial,5,3,856,8,2,Fully Furnished,8024129
Vadodara,Commercial,1,2,2513,10,2,Fully Furnished,19234701
Vadodara,House,3,1,3117,23,2,Unfurnished,14910226
Bangalore,Apartment,1,2,639,0,2,Semi Furnished,7477112
Jaipur,House,4,3,1852,6,2,Unfurnished,12348708
Hyderabad,Apartment,3,4,2347,7,2,Semi Furnished,20995486
Bangalore,House,5,3,1018,16,1,Fully Furnished,13778495
Rajkot,Commercial,3,4,846,1,2,Fully Furnished,7731839
Hyderabad,House,2,1,4275,19,1,Semi Furnished,42848176
Ahmedabad,Villa,1,3,2563,14,2,Unfurnished,18761173
Hyderabad,Villa,1,3,3878,21,3,Semi Furnished,51793303
Delhi,Apartment,4,3,4881,12,3,Fully Furnished,50999533
Vadodara,House,2,3,1988,1,2,Unfurnished,10097864
Ahmedabad,Commercial,2,1,1360,1,3,Fully Furnished,13133130
Surat,House,4,2,3284,18,0,Fully Furnished,17996686
Mumbai,House,1,2,4985,12,0,Unfurnished,71785429
Rajkot,House,5,4,1488,8,0,Fully Furnished,8437594
Mumbai,Villa,3,2,1693,8,1,Unfurnished,33406796
Rajkot,Apartment,2,2,1577,24,0,Unfurnished,5348052
Surat,House,2,4,4812,19,1,Fully Furnished,25596422
Mumbai,House,3,1,4500,18,0,Fully Furnished,66044669
Pune,House,2,3,3618,3,3,Semi Furnished,38371321
Jaipur,Villa,5,3,3841,23,3,Semi Furnished,31323643
Ahmedabad,Commercial,4,3,2265,12,0,Semi Furnished,19450144
Delhi,House,1,4,825,19,0,Semi Furnished,10432932
Rajkot,Commercial,1,2,4474,6,0,Fully Furnished,29436800
Bangalore,Commercial,2,4,1064,15,1,Semi Furnished,19165503
Jaipur,House,3,3,4966,18,3,Fully Furnished,30726515
Hyderabad,House,5,2,2963,6,1,Unfurnished,30598853
Bangalore,House,5,2,1857,5,1,Fully Furnished,23478724
Rajkot,Apartment,2,3,1946,23,1,Unfurnished,7240262
Jaipur,Apartment,4,2,4475,21,0,Fully Furnished,23060416
Ahmedabad,Apartment,3,3,1109,5,2,Semi Furnished,6483694
Vadodara,House,3,3,3677,14,0,Fully Furnished,19103216
Rajkot,House,3,1,2790,13,1,Fully Furnished,13191360
Rajkot,Commercial,3,1,3386,6,2,Fully Furnished,23177470
Rajkot,Commercial,5,3,1152,23,0,Semi Furnished,8586679
Ahmedabad,Villa,3,4,3460,18,2,Unfurnished,26145480
Vadodara,Villa,4,2,2343,5,1,Unfurnished,15551273
Hyderabad,Apartment,5,4,1073,17,3,Fully Furnished,11391843
Delhi,Villa,4,4,2835,14,2,Unfurnished,46512733
Mumbai,House,3,4,3474,1,3,Fully Furnished,52343603
Vadodara,Commercial,1,2,3227,4,2,Fully Furnished,24180554
Surat,Apartment,1,3,3408,23,3,Unfurnished,14756613
Surat,House,4,4,4151,13,0,Fully Furnished,23193313
Mumbai,Apartment,3,4,2975,15,0,Unfurnished,36385112
Bangalore,Villa,2,3,3161,24,1,Fully Furnished,49160654
Ahmedabad,Commercial,3,3,2342,4,3,Fully Furnished,21040614
Mumbai,House,3,1,2201,15,0,Semi Furnished,32426012
Mumbai,House,1,1,1032,10,3,Fully Furnished,16270278
Ahmedabad,Villa,2,1,2026,5,2,Unfurnished,15483571
Mumbai,Commercial,3,4,4997,14,0,Semi Furnished,109294808
Bangalore,Villa,3,2,4647,13,1,Unfurnished,71598749
Ahmedabad,Commercial,5,1,825,23,0,Fully Furnished,8095942
Surat,House,3,3,4790,24,0,Semi Furnished,25102357
Jaipur,Villa,2,1,1421,23,3,Semi Furnished,11508986
Ahmedabad,Villa,3,1,947,21,0,Semi Furnished,7421184
Rajkot,Apartment,3,2,752,9,1,Unfurnished,3641370
Mumbai,Apartment,3,1,1565,2,0,Semi Furnished,19722048
Mumbai,House,1,1,3350,11,0,Unfurnished,48107447
Pune,Commercial,5,3,818,12,3,Unfurnished,14366972
Hyderabad,Villa,1,3,1450,8,1,Semi Furnished,19699469
Pune,Commercial,1,3,1486,8,1,Semi Furnished,23832960
Ahmedabad,House,1,3,2386,17,3,Unfurnished,13269204
Pune,Apartment,1,1,4058,5,3,Unfurnished,35136492
Rajkot,Villa,5,2,2656,3,0,Semi Furnished,16458740
Bangalore,Villa,1,3,4587,5,2,Semi Furnished,70773316
Surat,Apartment,4,2,4589,2,1,Unfurnished,20281031
Hyderabad,House,3,1,4970,20,2,Semi Furnished,49840187
Mumbai,Apartment,5,4,782,23,3,Fully Furnished,11643562
Pune,House,2,4,819,3,0,Fully Furnished,10027891
Surat,Apartment,3,1,710,25,0,Unfurnished,3380610
Surat,House,2,4,3005,23,0,Semi Furnished,15839573
Jaipur,House,3,3,2070,9,2,Unfurnished,12904069
Bangalore,Commercial,3,2,4425,7,3,Fully Furnished,77905339
Bangalore,Villa,5,1,1180,1,2,Unfurnished,19440369
Jaipur,House,4,2,2720,6,0,Fully Furnished,17763963
Hyderabad,Commercial,4,2,3657,14,3,Fully Furnished,55947206
Ahmedabad,Commercial,1,2,2559,1,1,Fully Furnished,22278825
Surat,House,2,1,3411,14,1,Unfurnished,17880663
Vadodara,House,4,4,1187,22,3,Fully Furnished,7627100
Ahmedabad,Apartment,4,2,3165,23,0,Fully Furnished,15614745
Bangalore,Commercial,1,4,3967,24,0,Unfurnished,67606567
Delhi,Villa,1,2,720,23,1,Fully Furnished,12645733
Bangalore,Commercial,2,4,669,24,3,Unfurnished,12106727
Rajkot,Villa,1,4,3703,22,3,Fully Furnished,22403985
Bangalore,Apartment,3,3,662,16,0,Fully Furnished,7577711
Pune,Apartment,5,1,4992,6,0,Semi Furnished,43927893
Pune,Apartment,5,1,3379,11,3,Semi Furnished,30673267
Surat,Villa,1,2,2640,6,3,Unfurnished,18602301
Ahmedabad,Villa,1,2,846,14,3,Unfurnished,6464565
Delhi,Apartment,3,2,3883,15,2,Fully Furnished,40320044
Rajkot,House,1,4,4124,8,0,Unfurnished,17972267
Bangalore,Commercial,3,3,690,22,0,Semi Furnished,12596420
Hyderabad,Villa,2,1,3223,14,2,Fully Furnished,43574457
Vadodara,Villa,1,2,3724,1,1,Fully Furnished,24474508
Rajkot,Commercial,4,3,4017,14,2,Semi Furnished,27152008
Pune,House,3,1,3084,7,2,Fully Furnished,33549589
Mumbai,House,5,2,4567,0,0,Unfurnished,66974276
Hyderabad,Apartment,1,2,4535,17,0,Unfurnished,37033295
Ahmedabad,House,2,1,4618,4,1,Semi Furnished,25788740
Bangalore,Apartment,5,1,4301,11,3,Fully Furnished,43530027
Delhi,Villa,1,4,3765,2,0,Semi Furnished,61355490
Mumbai,Villa,3,1,2799,7,2,Fully Furnished,55733845
Surat,Commercial,2,2,1883,14,3,Unfurnished,15187969
Surat,Apartment,3,3,808,5,3,Unfurnished,4657427
Delhi,Villa,4,3,3212,18,1,Unfurnished,52648166
Jaipur,Villa,4,4,2549,19,1,Unfurnished,20822957
Mumbai,Villa,2,1,4860,1,1,Unfurnished,94304379
Mumbai,Commercial,4,1,2988,9,2,Unfurnished,65651303
Hyderabad,House,4,1,1007,16,2,Semi Furnished,11364819
Rajkot,Commercial,5,3,4127,12,1,Unfurnished,27654406
Rajkot,Villa,2,1,606,5,2,Fully Furnished,4942600
Hyderabad,Villa,2,2,2919,12,0,Semi Furnished,38870042
Vadodara,Apartment,4,4,3803,23,0,Fully Furnished,16685460
Ahmedabad,Apartment,1,4,3999,10,3,Fully Furnished,19613340
Mumbai,House,3,4,3453,17,1,Fully Furnished,51427348
Delhi,Villa,3,1,2962,23,2,Fully Furnished,48920106
Ahmedabad,House,5,4,2086,16,1,Fully Furnished,13530487
Bangalore,Commercial,5,1,4785,3,2,Semi Furnished,84055354
Bangalore,Apartment,2,4,3209,7,1,Fully Furnished,32543396
Rajkot,Apartment,3,2,681,15,0,Semi Furnished,3167976
Jaipur,Apartment,3,4,4730,13,0,Unfurnished,23605348
Ahmedabad,House,2,3,3111,2,1,Fully Furnished,18852852
Vadodara,Villa,3,3,1212,16,1,Unfurnished,8583155
Delhi,Apartment,3,4,3019,4,2,Unfurnished,31720097
Mumbai,House,5,2,875,6,2,Fully Furnished,14862463
Ahmedabad,Commercial,5,4,4163,14,2,Semi Furnished,35420914
Ahmedabad,Villa,2,3,4466,25,3,Fully Furnished,33442746
Rajkot,Commercial,4,2,2279,12,0,Semi Furnished,15547244
Mumbai,Commercial,3,1,3418,24,0,Semi Furnished,74413570
Vadodara,Villa,4,4,1027,20,2,Fully Furnished,8372335
Mumbai,House,4,3,4970,10,0,Semi Furnished,73271117
Vadodara,Commercial,3,4,4383,6,0,Semi Furnished,31940293
Mumbai,Commercial,1,1,4535,21,2,Unfurnished,98177207
Mumbai,Apartment,1,1,1770,10,3,Fully Furnished,22925563
Rajkot,Villa,5,4,1535,14,1,Fully Furnished,11229910
Hyderabad,Commercial,4,4,3190,8,0,Unfurnished,48219712
Mumbai,Commercial,1,3,3322,3,1,Semi Furnished,72765985
Ahmedabad,House,5,2,3925,11,3,Semi Furnished,23109623
Jaipur,House,4,4,3465,12,1,Semi Furnished,21696199
Mumbai,Villa,3,1,2419,24,2,Fully Furnished,48129748
Jaipur,House,5,4,3459,19,2,Semi Furnished,21747208
Bangalore,Villa,2,2,902,18,2,Semi Furnished,14395659
Pune,Villa,3,4,3758,11,1,Fully Furnished,52745514
Surat,Commercial,4,2,4155,1,2,Unfurnished,33123086
Delhi,Villa,2,4,1014,11,1,Semi Furnished,17378459
Rajkot,Apartment,2,4,2466,17,2,Semi Furnished,9789447
Vadodara,Villa,1,2,2626,17,0,Semi Furnished,16956162
Delhi,Commercial,5,1,4917,22,3,Semi Furnished,90065047
Mumbai,House,4,2,3017,14,3,Unfurnished,44561646
Pune,Commercial,5,4,2085,15,0,Semi Furnished,33701889
Surat,Commercial,2,1,4504,6,3,Semi Furnished,35140211
Rajkot,Commercial,2,1,2890,0,1,Unfurnished,19253813
Surat,Commercial,4,4,1485,13,1,Semi Furnished,12968004
Jaipur,Commercial,4,4,1911,23,0,Fully Furnished,18081389
Vadodara,Villa,4,2,1531,8,3,Semi Furnished,11682303
Bangalore,Commercial,1,4,1339,12,3,Unfurnished,23677572
Delhi,Villa,4,2,3235,14,2,Fully Furnished,53690914
Rajkot,Villa,2,1,712,25,1,Semi Furnished,4285791
Rajkot,Commercial,2,3,3294,8,1,Semi Furnished,22103767
Surat,Apartment,3,3,4742,5,1,Unfurnished,21275846
Surat,Villa,1,4,1254,25,0,Semi Furnished,8579153
Bangalore,Commercial,4,4,2117,3,1,Unfurnished,37785899
Mumbai,Villa,2,2,2082,12,2,Unfurnished,40740122
Pune,Apartment,2,3,2505,7,1,Fully Furnished,22760347
Ahmedabad,Apartment,2,3,2956,22,3,Semi Furnished,14445414
Jaipur,Apartment,3,3,4178,15,0,Unfurnished,20529321
Hyderabad,Apartment,3,4,4865,21,1,Semi Furnished,41346665
Rajkot,House,1,1,2677,25,1,Semi Furnished,11539910
Pune,Commercial,2,4,4357,19,1,Semi Furnished,67861967
Bangalore,House,4,3,3055,23,2,Fully Furnished,36984423
Surat,Apartment,4,2,1583,25,3,Semi Furnished,7975855
Jaipur,House,1,4,688,8,1,Fully Furnished,5471714
Vadodara,House,1,1,1932,8,3,Semi Furnished,9964559
Pune,Apartment,4,4,4935,5,0,Fully Furnished,44039605
Delhi,Commercial,2,1,1273,4,0,Unfurnished,23650453
Vadodara,House,5,1,1358,11,0,Fully Furnished,8415845
Jaipur,Villa,3,4,3988,2,3,Fully Furnished,32841709
Bangalore,Apartment,2,1,3042,23,0,Unfurnished,28966601
Mumbai,Commercial,5,1,1149,25,1,Unfurnished,25680927
Rajkot,House,4,1,3430,15,2,Unfurnished,15325788
Surat,Apartment,1,3,2679,18,2,Fully Furnished,12388170
Jaipur,Apartment,4,1,3604,19,0,Fully Furnished,18593888
Rajkot,Commercial,3,1,4514,20,3,Semi Furnished,29934821
Vadodara,Apartment,3,3,4940,20,1,Semi Furnished,20092275
Jaipur,Apartment,1,4,4758,0,0,Unfurnished,23545259
Rajkot,Commercial,1,4,2891,6,2,Semi Furnished,19318412
Mumbai,Commercial,2,2,981,0,3,Unfurnished,22161799
Pune,House,3,2,737,11,1,Unfurnished,8402992
Bangalore,House,3,1,2961,19,3,Unfurnished,34557988
Bangalore,Villa,5,3,3143,11,0,Fully Furnished,50072772
Jaipur,House,2,3,758,10,3,Fully Furnished,6269334
Surat,Apartment,5,2,3527,6,0,Fully Furnished,16714941
Rajkot,Apartment,4,4,4576,14,0,Fully Furnished,18043771
Vadodara,Apartment,5,3,4631,12,0,Semi Furnished,19609222
Jaipur,Villa,2,1,767,25,1,Semi Furnished,6681612
Pune,Commercial,5,2,4959,1,1,Semi Furnished,77572558
Rajkot,Commercial,4,2,1176,4,0,Semi Furnished,9187380
Delhi,Commercial,5,3,4754,11,1,Fully Furnished,87661539
Hyderabad,Villa,5,4,1136,25,1,Semi Furnished,16202831
Jaipur,Villa,1,3,616,10,0,Fully Furnished,5706269
Delhi,Apartment,2,4,1114,15,0,Unfurnished,11404011
Mumbai,Villa,3,1,1607,21,1,Fully Furnished,32192421
Delhi,Apartment,1,3,3165,5,2,Semi Furnished,32736102
Jaipur,Commercial,2,3,3458,13,0,Semi Furnished,30734113
Surat,House,5,4,1001,2,0,Fully Furnished,7445062
Vadodara,Apartment,3,2,2595,3,3,Semi Furnished,11660413
Surat,Apartment,3,2,1790,8,0,Fully Furnished,9293955
Pune,House,4,1,1579,3,3,Semi Furnished,18271753
Mumbai,Apartment,1,1,1130,2,1,Fully Furnished,14827088
Rajkot,Apartment,1,4,4225,18,3,Semi Furnished,15924087
Bangalore,Commercial,2,2,2313,17,1,Semi Furnished,40606769
Mumbai,Apartment,3,2,3017,9,3,Unfurnished,37262727
Delhi,Apartment,4,3,956,10,1,Fully Furnished,11959157
Ahmedabad,Villa,5,3,560,19,2,Unfurnished,5657196
Surat,Commercial,5,2,3754,4,2,Semi Furnished,30645967
Vadodara,Apartment,1,4,2015,14,2,Unfurnished,8211359
Pune,Apartment,3,4,4669,23,0,Semi Furnished,40717566
Pune,Apartment,5,3,3426,22,2,Unfurnished,30565780
Mumbai,House,3,2,1628,3,3,Unfurnished,24602643
Delhi,Villa,2,3,4796,15,1,Fully Furnished,78471716
Ahmedabad,House,1,2,1123,20,3,Unfurnished,6566809
Pune,Apartment,2,3,1692,1,2,Fully Furnished,16408907
Hyderabad,Apartment,2,1,2883,11,3,Unfurnished,24506590
Rajkot,Apartment,2,1,1634,8,0,Unfurnished,5835423
Ahmedabad,Apartment,1,2,1039,9,3,Semi Furnished,5772864
Vadodara,Apartment,3,2,4309,20,3,Fully Furnished,18334236
Pune,Villa,5,2,1590,15,3,Unfurnished,22982049
Bangalore,Apartment,3,4,3772,19,3,Fully Furnished,38102313
Hyderabad,House,3,4,4072,20,2,Unfurnished,40785209
Rajkot,Villa,1,4,4059,25,2,Fully Furnished,24054186
Hyderabad,House,4,4,2056,6,3,Fully Furnished,22558606
Ahmedabad,Commercial,1,1,2815,15,2,Unfurnished,23149982
